utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,24,0.0,81921,503881927288496,7,39.6810188293457,501.27335291456006,0.15,25,36775.06570807269,0.0020004957914352417,1.17645005E9,,,,0,,1,,35.6810188293457,3.143213708743226,2.1966952413841723,3.143213708743226,1.0,Q,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,25,0.0,81921,503881922003141,7,36.1219482421875,-501.51360015058935,0.15,25,-36363.57795679404,0.002841285429894924,1.17645005E9,,,,0,,1,,32.1219482421875,1.0186341127782053,2.1966952413841723,1.0186341127782053,1.0,Q,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,18,0.0,32995,82663935425933,42,37.45343017578125,172.62399546518668,0.15,17,12116.527117062416,0.09558943447079994,1.60031245E9,,,,0,,3,,33.353431701660156,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,9,0.0,32995,82663922146259,33,43.99082565307617,-663.1281782624083,0.15,25,-45640.57066234705,9.054473484866321E-4,1.60087501E9,,,,0,,3,,39.89082717895508,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,15,0.0,32995,82663932379307,57,33.68781280517578,582.6526137558353,0.6203473723909743,17,39116.1294695499,0.09636158018514901,1.602E9,,,,0,,3,,29.587812423706055,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,19,0.0,32995,82663929229967,42,37.22381591796875,-407.92020936523454,0.15,25,-28770.707150877373,0.001969932811334729,1.60368755E9,,,,0,,3,,33.123817443847656,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,17,0.0,32995,82663929088004,33,44.90653991699219,718.0749603597005,0.15,25,51066.68144930118,8.571200887672603E-4,1.60424998E9,,,,0,,3,,40.806541442871094,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,2,0.0,85026,503881914981051,25,34.988216400146484,488.5607329613779,0.5601789225724221,25,33882.10102905285,0.0025939091574400663,1.57542003E9,,,,1,,6,,30.88821792602539,-4.423782229423522,1.5000000237487257,-4.423782229423522,1.5000000237487257,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,15,0.0,85026,503881918238798,17,42.09125518798828,-308.9210001507968,0.15,25,-21388.205402717667,0.0012069287477061152,1.57542003E9,,,,0,,6,,37.99125671386719,-4.423782229423522,1.5000000237487257,-4.423782229423522,1.5000000237487257,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,27,0.0,85026,503881913408481,20,40.307010650634766,-338.2638480221756,0.15,25,-23044.718097310568,0.0014821554068475962,1.57542003E9,,,,0,,6,,36.20701217651367,-4.423782229423522,1.5000000237487257,-4.423782229423522,1.5000000237487257,C,8206959579048
